City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Dust,AQI,US_AQI,Temperature_C,Humidity_Pct,Pressure_hPa,Wind_Speed_kmh,Wind_Dir_Deg,Precipitation_mm,AQI_Bucket
Chennai,India,2023-03-05,31.566666666666666,51.512499999999996,16.787499999999998,16.925,0.33508333333333334,92.54166666666667,2.5416666666666665,111.19117647058823,92.0,26.349999999999998,76.66666666666667,1014.4625,9.266666666666667,133.04166666666666,0.0,Moderate
Chennai,India,2023-03-06,27.55,45.479166666666664,17.008333333333333,20.320833333333333,0.3609166666666666,92.79166666666667,2.125,109.73529411764706,95.0,26.28333333333333,73.29166666666667,1012.9083333333333,7.808333333333334,107.66666666666667,0.0,Moderate
Chennai,India,2023-03-07,25.7,43.67916666666667,17.4875,18.404166666666665,0.3232083333333333,89.95833333333333,1.125,125.75,86.0,26.5,74.0,1012.775,10.029166666666667,93.41666666666667,0.0,Moderate
Chennai,India,2023-03-08,20.858333333333334,35.4,11.737499999999999,22.008333333333336,0.2462916666666667,82.83333333333333,0.5,103.91176470588235,82.0,26.5,74.0,1012.5375,10.316666666666666,71.0,0.0,Moderate
Chennai,India,2023-03-09,26.804166666666664,44.333333333333336,10.320833333333333,20.587500000000002,0.23229166666666667,85.58333333333333,1.0,100.0,83.0,26.95,75.41666666666667,1011.9916666666667,10.970833333333333,85.375,0.0,Satisfactory
Chennai,India,2023-03-10,29.316666666666666,47.833333333333336,10.508333333333333,21.870833333333334,0.227,93.79166666666667,1.0,115.55882352941177,88.0,26.633333333333336,75.41666666666667,1011.3666666666667,10.208333333333334,72.66666666666667,0.0,Moderate
Chennai,India,2023-03-11,31.566666666666666,51.23333333333333,14.158333333333333,13.741666666666667,0.3114166666666667,83.79166666666667,0.8333333333333334,102.45588235294117,94.0,27.025000000000002,72.91666666666667,1011.7125,11.445833333333333,83.625,0.0,Moderate
Chennai,India,2023-03-12,28.162499999999998,46.05833333333334,13.716666666666667,13.320833333333333,0.3299166666666667,85.54166666666667,0.0,99.02000000000001,93.0,27.008333333333336,78.91666666666667,1011.2833333333333,11.0,121.25,0.0,Satisfactory
Chennai,India,2023-03-13,28.7375,48.5625,17.845833333333335,18.904166666666665,0.3979166666666667,97.70833333333333,0.0,128.66176470588235,90.0,27.224999999999998,78.625,1009.9333333333334,9.329166666666667,91.83333333333333,0.0,Moderate
Chennai,India,2023-03-14,28.066666666666666,48.12916666666666,18.275000000000002,18.520833333333332,0.3897083333333333,103.04166666666667,0.0,140.30882352941177,87.0,27.412499999999998,77.0,1008.5166666666668,9.15,152.66666666666666,0.0,Moderate
Chennai,India,2023-03-15,31.900000000000002,52.2125,14.145833333333334,14.320833333333333,0.37224999999999997,82.5,0.0,128.66176470588235,94.0,27.837500000000002,76.45833333333333,1008.3625000000001,13.470833333333333,163.41666666666666,0.0,Moderate
Chennai,India,2023-03-16,25.175,40.4,11.6875,12.329166666666666,0.31095833333333334,61.75,0.0,82.36,93.0,28.150000000000002,74.04166666666667,1009.1333333333333,13.370833333333335,146.5,0.0,Satisfactory
Chennai,India,2023-03-17,21.554166666666664,34.65416666666667,13.0875,14.4125,0.30583333333333335,70.75,0.0,99.02000000000001,81.0,27.104166666666668,79.5,1009.35,11.387500000000001,108.79166666666667,6.6,Satisfactory
Chennai,India,2023-03-18,21.4875,35.53333333333333,14.549999999999999,15.808333333333332,0.3360416666666666,64.66666666666667,0.0,92.16,76.0,27.420833333333334,77.0,1007.9499999999999,13.758333333333333,162.5,2.7,Satisfactory
Chennai,India,2023-03-19,19.5625,31.554166666666664,19.616666666666667,23.829166666666666,0.2920416666666667,58.375,0.0,95.1,75.0,26.02916666666667,82.04166666666667,1007.4708333333333,10.108333333333333,193.375,21.4,Satisfactory
Chennai,India,2023-03-20,16.974999999999998,26.837500000000002,17.220833333333335,17.599999999999998,0.28833333333333333,80.875,0.125,147.58823529411765,70.0,26.849999999999998,81.5,1006.9041666666667,14.795833333333334,182.125,1.5,Moderate
Chennai,India,2023-03-21,19.033333333333335,30.870833333333334,15.299999999999999,18.599999999999998,0.29333333333333333,74.375,0.0,118.47058823529412,71.0,27.545833333333334,83.29166666666667,1006.8083333333334,14.291666666666666,167.0,0.9,Moderate
Chennai,India,2023-03-22,18.179166666666667,29.258333333333336,14.4,16.945833333333333,0.24033333333333332,63.333333333333336,0.0,125.75,69.0,28.275000000000002,81.125,1006.8208333333333,13.950000000000001,175.0,0.8,Moderate
